0 	0.150171 	0.899336 	0 	0.5
0.00125 	0.150171 	0.899336 	0 	0.5
0.0025 	0.150171 	0.89933 	6.74818e-06 	0.5
0.00375 	0.150171 	0.899318 	2.69847e-05 	0.5
0.005 	0.150171 	0.899299 	6.07008e-05 	0.5
0.00625 	0.150171 	0.899274 	0.000107892 	0.5
0.0075 	0.150171 	0.899243 	0.000168552 	0.5
0.00875 	0.150171 	0.899206 	0.000242669 	0.5
0.01 	0.150171 	0.899162 	0.000330235 	0.5
0.01125 	0.150171 	0.899112 	0.000431239 	0.5
0.0125 	0.150171 	0.899056 	0.000545683 	0.5
0.01375 	0.150171 	0.898994 	0.000673561 	0.5
0.015 	0.150171 	0.898925 	0.000814861 	0.5
0.01625 	0.150171 	0.898851 	0.000969557 	0.5
0.0175 	0.150171 	0.89877 	0.00113765 	0.5
0.01875 	0.150171 	0.898683 	0.00131913 	0.5
0.02 	0.150171 	0.89859 	0.00151398 	0.5
0.02125 	0.150171 	0.89849 	0.00172219 	0.5
0.0225 	0.150171 	0.898385 	0.00194377 	0.5
0.02375 	0.150171 	0.898273 	0.00217869 	0.5
0.025 	0.150171 	0.898155 	0.00242696 	0.5
0.02625 	0.150171 	0.898031 	0.00268856 	0.5
0.0275 	0.150171 	0.897901 	0.00296347 	0.5
0.02875 	0.150171 	0.897764 	0.00325166 	0.5
0.03 	0.150171 	0.897622 	0.00355316 	0.5
0.03125 	0.150171 	0.897473 	0.00386796 	0.5
0.0325 	0.150171 	0.897318 	0.00419607 	0.5
0.03375 	0.150171 	0.897157 	0.00453744 	0.5
0.035 	0.150171 	0.89699 	0.00489202 	0.500001
0.03625 	0.150171 	0.896816 	0.00525983 	0.500001
0.0375 	0.150171 	0.896637 	0.00564089 	0.500001
0.03875 	0.150171 	0.896451 	0.00603518 	0.500001
0.04 	0.150171 	0.896259 	0.00644266 	0.500001
0.04125 	0.150171 	0.896061 	0.00686332 	0.500001
0.0425 	0.150171 	0.895858 	0.00729719 	0.500001
0.04375 	0.150171 	0.895647 	0.00774425 	0.500001
0.045 	0.150171 	0.895431 	0.00820448 	0.500001
0.04625 	0.150171 	0.895209 	0.00867788 	0.500002
0.0475 	0.150171 	0.894981 	0.00916438 	0.500002
0.04875 	0.150171 	0.894746 	0.00966403 	0.500002
0.05 	0.150171 	0.894506 	0.0101768 	0.500002
0.05125 	0.150171 	0.894259 	0.0107027 	0.500003
0.0525 	0.150171 	0.894006 	0.0112416 	0.500003
0.05375 	0.150171 	0.893747 	0.0117936 	0.500003
0.055 	0.150171 	0.893483 	0.0123586 	0.500003
0.05625 	0.150171 	0.893212 	0.0129366 	0.500004
0.0575 	0.150171 	0.892935 	0.0135275 	0.500004
0.05875 	0.150171 	0.892652 	0.0141314 	0.500004
0.06 	0.150171 	0.892363 	0.0147482 	0.500005
0.06125 	0.150171 	0.892068 	0.0153779 	0.500005
0.0625 	0.150171 	0.891767 	0.0160207 	0.500006
0.06375 	0.150171 	0.89146 	0.0166763 	0.500006
0.065 	0.150171 	0.891147 	0.0173449 	0.500007
0.06625 	0.150171 	0.890828 	0.0180262 	0.500007
0.0675 	0.150171 	0.890503 	0.0187204 	0.500008
0.06875 	0.150171 	0.890172 	0.0194275 	0.500008
0.07 	0.150171 	0.889836 	0.0201473 	0.500009
0.07125 	0.150171 	0.889493 	0.02088 	0.50001
0.0725 	0.150171 	0.889144 	0.0216253 	0.50001
0.07375 	0.150171 	0.888789 	0.0223835 	0.500011
0.075 	0.150171 	0.888429 	0.0231543 	0.500012
0.07625 	0.150171 	0.888062 	0.0239378 	0.500013
0.0775 	0.150171 	0.88769 	0.024734 	0.500014
0.07875 	0.150171 	0.887311 	0.0255429 	0.500015
0.08 	0.150171 	0.886927 	0.0263645 	0.500015
0.08125 	0.150171 	0.886537 	0.0271987 	0.500016
0.0825 	0.150171 	0.88614 	0.0280457 	0.500018
0.08375 	0.150171 	0.885738 	0.0289052 	0.500019
0.085 	0.150171 	0.88533 	0.0297772 	0.50002
0.08625 	0.150171 	0.884917 	0.0306617 	0.500021
0.0875 	0.150171 	0.884497 	0.0315587 	0.500022
0.08875 	0.150171 	0.884072 	0.0324684 	0.500024
0.09 	0.150171 	0.88364 	0.0333904 	0.500025
0.09125 	0.150171 	0.883203 	0.034325 	0.500026
0.0925 	0.150171 	0.88276 	0.035272 	0.500028
0.09375 	0.150171 	0.882312 	0.0362315 	0.500029
0.095 	0.150171 	0.881857 	0.0372033 	0.500031
0.09625 	0.150171 	0.881397 	0.0381875 	0.500033
0.0975 	0.150171 	0.880931 	0.039184 	0.500034
0.09875 	0.150171 	0.880459 	0.0401929 	0.500036
0.1 	0.150171 	0.879981 	0.041214 	0.500038
0.10125 	0.150171 	0.879498 	0.0422475 	0.50004
0.1025 	0.150171 	0.879009 	0.0432933 	0.500042
0.10375 	0.150171 	0.878514 	0.0443513 	0.500044
0.105 	0.150171 	0.878014 	0.0454214 	0.500046
0.10625 	0.150171 	0.877507 	0.0465038 	0.500049
0.1075 	0.150171 	0.876996 	0.0475981 	0.500051
0.10875 	0.150171 	0.876478 	0.0487045 	0.500053
0.11 	0.150171 	0.875955 	0.0498231 	0.500056
0.11125 	0.150171 	0.875426 	0.0509537 	0.500058
0.1125 	0.150171 	0.874892 	0.0520963 	0.500061
0.11375 	0.150171 	0.874351 	0.0532509 	0.500064
0.115 	0.150171 	0.873806 	0.0544176 	0.500067
0.11625 	0.150171 	0.873254 	0.0555961 	0.50007
0.1175 	0.150171 	0.872697 	0.0567866 	0.500073
0.11875 	0.150171 	0.872135 	0.057989 	0.500076
0.12 	0.150171 	0.871567 	0.0592031 	0.500079
